POSTCODE,PC_NAME,PC_TYPE,PA_NAME,PA_FIPS,CITY_TOWN,COUNTY,AREA_SQMI,zipcodenum,PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,ADONA,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType,ZIPCODE
"2072",STOUGHTON,NON UNIQUE,STOUGHTON,"67980","STOUGHTON, TOWN OF",NORFOLK,16.54588958,"2072",,,,,,,,,,,,,,,,,,,,,,,,,
"1527",MILLBURY,NON UNIQUE,MILLBURY,"41305","MILLBURY, TOWN OF",WORCESTER,16.44778635,"1527",MA2186000,"AQUARION WATER COMPANY, MILLBURY",S,218600001G,MILLBURY AVE DUG WELL (24 WIDE),GU,01G,TREATED: MILLBURY AVENUE WELL,EP,,,2023/09/26 00:00:00,107789P,PFOS,0.004,µg/L,EPA 533,=,0.0057,SE3,AM,"1",MA,,"1527"
"1028",EAST LONGMEADOW,NON UNIQUE,EAST LONGMEADOW,"19680","EAST LONGMEADOW, TOWN OF",HAMPDEN,12.9900184,"1028",,,,,,,,,,,,,,,,,,,,,,,,,
"1801",WOBURN,NON UNIQUE,WOBURN,"81035",WOBURN,MIDDLESEX,12.92433916,"1801",,,,,,,,,,,,,,,,,,,,,,,,,
"1522",JEFFERSON,NON UNIQUE,JEFFERSON,"32590","HOLDEN, TOWN OF",WORCESTER,15.86943088,"1522",,,,,,,,,,,,,,,,,,,,,,,,,
"1760",NATICK,NON UNIQUE,NATICK,"43930","NATICK, TOWN OF",MIDDLESEX,15.77607703,"1760",,,,,,,,,,,,,,,,,,,,,,,,,
"2720",FALL RIVER,NON UNIQUE,FALL RIVER,"23000",FALL RIVER,BRISTOL,15.73243933,"2720",,,,,,,,,,,,,,,,,,,,,,,,,
"1951",NEWBURY,NON UNIQUE,NEWBURY,"45175","NEWBURY, TOWN OF",ESSEX,17.72522513,"1951",MA3206000,NEWBURYPORT WATER DEPARTMENT,L,"5",Newburyport WTP,MX,"19393",Entry Point to Dist. System,EP,,,2024/02/06 00:00:00,M4A0284-01,PFOS,0.004,µg/L,EPA 533,=,0.0046,SE1,AM,"1",MA,,"1951"
"1089",WEST SPRINGFIELD,NON UNIQUE,WEST SPRINGFIELD,"77885","WEST SPRINGFIELD, TOWN OF",HAMPDEN,17.56702447,"1089",,,,,,,,,,,,,,,,,,,,,,,,,
"1701",FRAMINGHAM,NON UNIQUE,FRAMINGHAM,"24960","FRAMINGHAM, TOWN OF",MIDDLESEX,17.50691851,"1701",,,,,,,,,,,,,,,,,,,,,,,,,
"2563",SANDWICH,NON UNIQUE,SANDWICH,"59700","SANDWICH, TOWN OF",BARNSTABLE,17.44457133,"2563",,,,,,,,,,,,,,,,,,,,,,,,,
"2338",HALIFAX,NON UNIQUE,HALIFAX,"27760","HALIFAX, TOWN OF",PLYMOUTH,17.42146964,"2338",,,,,,,,,,,,,,,,,,,,,,,,,
"2739",MATTAPOISETT,NON UNIQUE,MATTAPOISETT,"39415","MATTAPOISETT, TOWN OF",PLYMOUTH,17.41307061,"2739",,,,,,,,,,,,,,,,,,,,,,,,,
"2493",WESTON,NON UNIQUE,WESTON,"77290","WESTON, TOWN OF",MIDDLESEX,17.3284727,"2493",,,,,,,,,,,,,,,,,,,,,,,,,
"1524",LEICESTER,NON UNIQUE,LEICESTER,"34760","LEICESTER, TOWN OF",WORCESTER,17.2384681,"1524",,,,,,,,,,,,,,,,,,,,,,,,,
"1460",LITTLETON,NON UNIQUE,LITTLETON,"35915","LITTLETON, TOWN OF",MIDDLESEX,17.23051935,"1460",,,,,,,,,,,,,,,,,,,,,,,,,
"1887",WILMINGTON,NON UNIQUE,WILMINGTON,"80195","WILMINGTON, TOWN OF",MIDDLESEX,17.13941417,"1887",,,,,,,,,,,,,,,,,,,,,,,,,
"1075",SOUTH HADLEY,NON UNIQUE,SOUTH HADLEY,"64110","SOUTH HADLEY, TOWN OF",HAMPSHIRE,17.10297367,"1075",,,,,,,,,,,,,,,,,,,,,,,,,
"1821",BILLERICA,NON UNIQUE,BILLERICA,"05770","BILLERICA, TOWN OF",MIDDLESEX,17.01223411,"1821",,,,,,,,,,,,,,,,,,,,,,,,,
"1050",HUNTINGTON,NON UNIQUE,HUNTINGTON,"31750","CHESTER, TOWN OF",HAMPDEN,16.9885371,"1050",,,,,,,,,,,,,,,,,,,,,,,,,
"2668",WEST BARNSTABLE,NON UNIQUE,WEST BARNSTABLE,"74805",BARNSTABLE,BARNSTABLE,16.91601285,"2668",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000003G,GP WELL  3,GW,"10005",WELL #3 & WELL #4,EP,,,2023/10/17 00:00:00,110311R,PFOS,0.004,µg/L,EPA 533,=,0.0071,SE2,AM,"1",MA,,"2668"
"2702",ASSONET,NON UNIQUE,ASSONET,"02340","FREETOWN, TOWN OF",BRISTOL,16.89180252,"2702",,,,,,,,,,,,,,,,,,,,,,,,,
"2339",HANOVER,NON UNIQUE,HANOVER,"28250","HANOVER, TOWN OF",PLYMOUTH,15.61457403,"2339",MA4122000,"HANOVER WATER DEPT, MA",L,"22",Pond Street TP,GW,"15682",Entry Point to Dist. System,EP,,,2023/08/22 00:00:00,810-75000-1,PFOS,0.004,µg/L,EPA 533,=,0.0114,SE1,AM,"1",MA,,"2339"
"1612",PAXTON,NON UNIQUE,PAXTON,"52385","PAXTON, TOWN OF",WORCESTER,15.56045276,"1612",,,,,,,,,,,,,,,,,,,,,,,,,
"1757",MILFORD,NON UNIQUE,MILFORD,"41200","MILFORD, TOWN OF",WORCESTER,15.50189408,"1757",,,,,,,,,,,,,,,,,,,,,,,,,
"1772",SOUTHBOROUGH,NON UNIQUE,SOUTHBOROUGH,"63130","SOUTHBOROUGH, TOWN OF",WORCESTER,15.3194387,"1772",,,,,,,,,,,,,,,,,,,,,,,,,
"2030",DOVER,NON UNIQUE,DOVER,"17370","DOVER, TOWN OF",NORFOLK,15.30453414,"2030",,,,,,,,,,,,,,,,,,,,,,,,,
"1081",WALES,NON UNIQUE,WALES,"72355","WALES, TOWN OF",HAMPDEN,15.08317281,"1081",,,,,,,,,,,,,,,,,,,,,,,,,
"2367",PLYMPTON,NON UNIQUE,PLYMPTON,"54380","PLYMPTON, TOWN OF",PLYMOUTH,15.01761861,"2367",,,,,,,,,,,,,,,,,,,,,,,,,
"1375",SUNDERLAND,NON UNIQUE,SUNDERLAND,"68365","SUNDERLAND, TOWN OF",FRANKLIN,15.01391069,"1375",,,,,,,,,,,,,,,,,,,,,,,,,
"1583",WEST BOYLSTON,NON UNIQUE,WEST BOYLSTON,"75120","WEST BOYLSTON, TOWN OF",WORCESTER,14.7720409,"1583",,,,,,,,,,,,,,,,,,,,,,,,,
"2052",MEDFIELD,NON UNIQUE,MEDFIELD,"39730","MEDFIELD, TOWN OF",NORFOLK,14.56583703,"2052",,,,,,,,,,,,,,,,,,,,,,,,,
"1354",GILL,NON UNIQUE,GILL,"25710","GILL, TOWN OF",FRANKLIN,14.56189331,"1354",,,,,,,,,,,,,,,,,,,,,,,,,
"1830",HAVERHILL,NON UNIQUE,HAVERHILL,"29405",HAVERHILL,ESSEX,14.41456623,"1830",,,,,,,,,,,,,,,,,,,,,,,,,
"1254",RICHMOND,NON UNIQUE,RICHMOND,"56760","RICHMOND, TOWN OF",BERKSHIRE,14.38494815,"1254",,,,,,,,,,,,,,,,,,,,,,,,,
"2356",NORTH EASTON,NON UNIQUE,NORTH EASTON,"47625","EASTON, TOWN OF",BRISTOL,14.25556434,"2356",MA4088000,EASTON WATER DIV,L,"90002",Well #1,GW,"90002",Entry Point to Dist. System,EP,,,2023/07/12 00:00:00,810-69492-1,PFOS,0.004,µg/L,EPA 533,=,0.0163,SE2,AM,"1",MA,,"2356"
"2642",EASTHAM,NON UNIQUE,EASTHAM,"19260","EASTHAM, TOWN OF",BARNSTABLE,14.0863438,"2642",,,,,,,,,,,,,,,,,,,,,,,,,
"1011",CHESTER,NON UNIQUE,CHESTER,"13450","MIDDLEFIELD, TOWN OF",HAMPSHIRE,13.88726585,"1011",,,,,,,,,,,,,,,,,,,,,,,,,
"1262",STOCKBRIDGE,PO BOX,STOCKBRIDGE,"67560","STOCKBRIDGE, TOWN OF",BERKSHIRE,15.01129688,"1262",,,,,,,,,,,,,,,,,,,,,,,,,
"1982",SOUTH HAMILTON,NON UNIQUE,SOUTH HAMILTON,"64215","HAMILTON, TOWN OF",ESSEX,14.81697173,"1982",MA3119000,HAMILTON WATER DEPT,S,3119000058G,"IDLEWOOD WTF, FINISHED (05G-08G)",GW,"10020","IDLEWOOD WTF, FINISHED (05G-08G)",EP,,,2023/10/02 00:00:00,108777P,PFOS,0.004,µg/L,EPA 533,=,0.004,SE2,AM,"1",MA,,"1982"
"2375",SOUTH EASTON,NON UNIQUE,SOUTH EASTON,"63725","EASTON, TOWN OF",BRISTOL,14.81273801,"2375",MA4088000,EASTON WATER DIV,L,"90002",Well #1,GW,"90002",Entry Point to Dist. System,EP,,,2023/07/12 00:00:00,810-69492-1,PFOS,0.004,µg/L,EPA 533,=,0.0163,SE2,AM,"1",MA,,"2375"
"1915",BEVERLY,NON UNIQUE,BEVERLY,"05595",BEVERLY,ESSEX,14.76571835,"1915",,,,,,,,,,,,,,,,,,,,,,,,,
"2056",NORFOLK,NON UNIQUE,NORFOLK,"46015","NORFOLK, TOWN OF",NORFOLK,15.49352305,"2056",,,,,,,,,,,,,,,,,,,,,,,,,
"2341",HANSON,NON UNIQUE,HANSON,"28460","HANSON, TOWN OF",PLYMOUTH,15.49169269,"2341",,,,,,,,,,,,,,,,,,,,,,,,,
"1952",SALISBURY,NON UNIQUE,SALISBURY,"59210","SALISBURY, TOWN OF",ESSEX,15.4487442,"1952",,,,,,,,,,,,,,,,,,,,,,,,,
"1741",CARLISLE,NON UNIQUE,CARLISLE,"11490","CARLISLE, TOWN OF",MIDDLESEX,15.42731179,"1741",,,,,,,,,,,,,,,,,,,,,,,,,
"1521",HOLLAND,NON UNIQUE,HOLLAND,"30630","HOLLAND, TOWN OF",HAMPDEN,12.90688812,"1521",,,,,,,,,,,,,,,,,,,,,,,,,
"1721",ASHLAND,NON UNIQUE,ASHLAND,"02165","ASHLAND, TOWN OF",MIDDLESEX,12.88951639,"1721",,,,,,,,,,,,,,,,,,,,,,,,,
"1060",NORTHAMPTON,NON UNIQUE,NORTHAMPTON,"46330",NORTHAMPTON,HAMPSHIRE,12.61519461,"1060",,,,,,,,,,,,,,,,,,,,,,,,,
"2301",BROCKTON,NON UNIQUE,BROCKTON,"09000",BROCKTON,PLYMOUTH,12.59871864,"2301",,,,,,,,,,,,,,,,,,,,,,,,,
"1020",CHICOPEE,NON UNIQUE,CHICOPEE,"13660",CHICOPEE,HAMPDEN,12.5848217,"1020",,,,,,,,,,,,,,,,,,,,,,,,,
"2719",FAIRHAVEN,NON UNIQUE,FAIRHAVEN,"22165","FAIRHAVEN, TOWN OF",BRISTOL,12.48580136,"2719",,,,,,,,,,,,,,,,,,,,,,,,,
"1949",MIDDLETON,NON UNIQUE,MIDDLETON,"41130","MIDDLETON, TOWN OF",ESSEX,14.50522906,"1949",MA3071000,DANVERS WATER DEPT.,L,"90001",Well #2,GW,"10208",Well #2 Finish Water,EP,,,2023/12/18 00:00:00,M3J0733-03,PFOS,0.004,µg/L,EPA 533,=,0.0052,SE1,AM,"1",MA,,"1949"
"1570",WEBSTER,NON UNIQUE,WEBSTER,"73930","WEBSTER, TOWN OF",WORCESTER,14.5042978,"1570",,,,,,,,,,,,,,,,,,,,,,,,,
"1344",ERVING,NON UNIQUE,ERVING,"21745","ERVING, TOWN OF",FRANKLIN,14.43709841,"1344",,,,,,,,,,,,,,,,,,,,,,,,,
"2184",BRAINTREE,NON UNIQUE,BRAINTREE,"07700","BRAINTREE, TOWN OF",NORFOLK,14.42976096,"2184",MA4040000,BRAINTREE WATER AND SEWER DEPT.,L,"10182",Great Pond Treatment Plant,SW,"10182",Finished Water,EP,,,2023/06/26 00:00:00,Q2324399001,PFOS,0.004,µg/L,EPA 533,=,0.0075,SE2,AM,"1",MA,,"2184"
"2379",WEST BRIDGEWATER,NON UNIQUE,WEST BRIDGEWATER,"75225","WEST BRIDGEWATER, TOWN OF",PLYMOUTH,15.65883331,"2379",,,,,,,,,,,,,,,,,,,,,,,,,
"2054",MILLIS,NON UNIQUE,MILLIS,"41480","MILLIS, TOWN OF",NORFOLK,11.97150548,"2054",MA2187000,MILLIS WATER DEPT,S,218700003G,WELL 3,GW,03G,FINISHED: WELL #3 VILLAGE ST. WTF,EP,,,2023/11/07 00:00:00,109530P,PFOS,0.004,µg/L,EPA 533,=,0.0072,SE2,AM,"1",MA,,"2054"
"1749",HUDSON,NON UNIQUE,HUDSON,"31575","HUDSON, TOWN OF",MIDDLESEX,11.89454278,"1749",,,,,,,,,,,,,,,,,,,,,,,,,
"1803",BURLINGTON,NON UNIQUE,BURLINGTON,"09875","BURLINGTON, TOWN OF",MIDDLESEX,11.81364592,"1803",,,,,,,,,,,,,,,,,,,,,,,,,
"2633",CHATHAM,NON UNIQUE,CHATHAM,"12960","CHATHAM, TOWN OF",BARNSTABLE,11.76654826,"2633",,,,,,,,,,,,,,,,,,,,,,,,,
"1343",DRURY,NON UNIQUE,DRURY,"17545","FLORIDA, TOWN OF",BERKSHIRE,10.86544871,"1343",,,,,,,,,,,,,,,,,,,,,,,,,
"2062",NORWOOD,NON UNIQUE,NORWOOD,"50285","NORWOOD, TOWN OF",NORFOLK,10.75391176,"2062",,,,,,,,,,,,,,,,,,,,,,,,,
"2718",EAST TAUNTON,NON UNIQUE,EAST TAUNTON,"20555",TAUNTON,BRISTOL,10.69281858,"2718",,,,,,,,,,,,,,,,,,,,,,,,,
"1536",NORTH GRAFTON,NON UNIQUE,NORTH GRAFTON,"48010","GRAFTON, TOWN OF",WORCESTER,9.01724966,"1536",,,,,,,,,,,,,,,,,,,,,,,,,
"1432",AYER,NON UNIQUE,AYER,"03040","AYER, TOWN OF",MIDDLESEX,8.96661652,"1432",,,,,,,,,,,,,,,,,,,,,,,,,
"2302",BROCKTON,NON UNIQUE,BROCKTON,"09000",BROCKTON,PLYMOUTH,8.91587599,"2302",,,,,,,,,,,,,,,,,,,,,,,,,
"1038",HATFIELD,NON UNIQUE,HATFIELD,"29230","HATFIELD, TOWN OF",HAMPSHIRE,10.68702294,"1038",,,,,,,,,,,,,,,,,,,,,,,,,
"1773",LINCOLN,NON UNIQUE,LINCOLN,"35390","LINCOLN, TOWN OF",MIDDLESEX,14.17605338,"1773",,,,,,,,,,,,,,,,,,,,,,,,,
"1985",WEST NEWBURY,NON UNIQUE,WEST NEWBURY,"77115","WEST NEWBURY, TOWN OF",ESSEX,14.04268244,"1985",MA3206000,NEWBURYPORT WATER DEPARTMENT,L,"5",Newburyport WTP,MX,"19393",Entry Point to Dist. System,EP,,,2024/02/06 00:00:00,M4A0284-01,PFOS,0.004,µg/L,EPA 533,=,0.0046,SE1,AM,"1",MA,,"1985"
"1923",DANVERS,NON UNIQUE,DANVERS,"16285","DANVERS, TOWN OF",ESSEX,13.79238767,"1923",MA3071000,DANVERS WATER DEPT.,L,"90001",Well #2,GW,"10208",Well #2 Finish Water,EP,,,2023/12/18 00:00:00,M3J0733-03,PFOS,0.004,µg/L,EPA 533,=,0.0052,SE1,AM,"1",MA,,"1923"
"1929",ESSEX,NON UNIQUE,ESSEX,"21815","ESSEX, TOWN OF",ESSEX,13.66307757,"1929",,,,,,,,,,,,,,,,,,,,,,,,,
"2666",TRURO,PO BOX,TRURO,"70570","TRURO, TOWN OF",BARNSTABLE,13.6456308,"2666",,,,,,,,,,,,,,,,,,,,,,,,,
"1864",NORTH READING,NON UNIQUE,NORTH READING,"48990","NORTH READING, TOWN OF",MIDDLESEX,13.54211996,"1864",,,,,,,,,,,,,,,,,,,,,,,,,
"2713",CUTTYHUNK,PO BOX,CUTTYHUNK,"16110","GOSNOLD, TOWN OF",DUKES,13.51681236,"2713",,,,,,,,,,,,,,,,,,,,,,,,,
"2738",MARION,NON UNIQUE,MARION,"38505","MARION, TOWN OF",PLYMOUTH,13.27331764,"2738",,,,,,,,,,,,,,,,,,,,,,,,,
"1264",TYRINGHAM,PO BOX,TYRINGHAM,"71060","TYRINGHAM, TOWN OF",BERKSHIRE,13.49442587,"1264",,,,,,,,,,,,,,,,,,,,,,,,,
"1730",BEDFORD,NON UNIQUE,BEDFORD,"04650","BEDFORD, TOWN OF",MIDDLESEX,13.45908353,"1730",,,,,,,,,,,,,,,,,,,,,,,,,
"2186",MILTON,NON UNIQUE,MILTON,"41725","MILTON, TOWN OF",NORFOLK,13.2975273,"2186",,,,,,,,,,,,,,,,,,,,,,,,,
"1913",AMESBURY,NON UNIQUE,AMESBURY,"01220","AMESBURY, TOWN OF",ESSEX,13.20076142,"1913",,,,,,,,,,,,,,,,,,,,,,,,,
"1833",GEORGETOWN,NON UNIQUE,GEORGETOWN,"25590","GEORGETOWN, TOWN OF",ESSEX,13.15355149,"1833",,,,,,,,,,,,,,,,,,,,,,,,,
"1001",AGAWAM,NON UNIQUE,AGAWAM,"00765",AGAWAM,HAMPDEN,12.27864605,"1001",,,,,,,,,,,,,,,,,,,,,,,,,
"2540",FALMOUTH,NON UNIQUE,FALMOUTH,"23070","FALMOUTH, TOWN OF",BARNSTABLE,12.19792898,"2540",,,,,,,,,,,,,,,,,,,,,,,,,
"1030",FEEDING HILLS,NON UNIQUE,FEEDING HILLS,"23455",AGAWAM,HAMPDEN,12.09846946,"1030",,,,,,,,,,,,,,,,,,,,,,,,,
"2169",QUINCY,NON UNIQUE,QUINCY,"55745",QUINCY,NORFOLK,12.08161026,"2169",,,,,,,,,,,,,,,,,,,,,,,,,
"2537",EAST SANDWICH,NON UNIQUE,EAST SANDWICH,"20380","SANDWICH, TOWN OF",BARNSTABLE,11.95072355,"2537",,,,,,,,,,,,,,,,,,,,,,,,,
"2762",PLAINVILLE,NON UNIQUE,PLAINVILLE,"54065","PLAINVILLE, TOWN OF",NORFOLK,11.53309661,"2762",MA4238000,PLAINVILLE WATER DEPARTMENT,S,10125G,"WELL 1, 1A,2, 2A, 5",GU,"10005","MULTIPLE WELLS#1,#2,#5",EP,,,2023/11/08 00:00:00,109541P,PFOS,0.004,µg/L,EPA 533,=,0.0059,SE4,AM,"1",MA,,"2762"
"1983",TOPSFIELD,NON UNIQUE,TOPSFIELD,"70115","TOPSFIELD, TOWN OF",ESSEX,11.52084377,"1983",,,,,,,,,,,,,,,,,,,,,,,,,
"2564",SIASCONSET,PO BOX,SIASCONSET,"61940","NANTUCKET, TOWN OF",NANTUCKET,11.52059832,"2564",,,,,,,,,,,,,,,,,,,,,,,,,
"2053",MEDWAY,NON UNIQUE,MEDWAY,"39940","MEDWAY, TOWN OF",NORFOLK,11.51612817,"2053",,,,,,,,,,,,,,,,,,,,,,,,,
"1436",BALDWINVILLE,NON UNIQUE,BALDWINVILLE,"03355","TEMPLETON, TOWN OF",WORCESTER,11.34580759,"1436",,,,,,,,,,,,,,,,,,,,,,,,,
"1519",GRAFTON,NON UNIQUE,GRAFTON,"26395","GRAFTON, TOWN OF",WORCESTER,10.94144718,"1519",,,,,,,,,,,,,,,,,,,,,,,,,
"2368",RANDOLPH,NON UNIQUE,RANDOLPH,"55990","RANDOLPH, TOWN OF",NORFOLK,10.91509072,"2368",MA4244000,RANDOLPH WATER DEPARTMENT,L,"2",RANDOLPH/HOLBROOK WTP,SW,EP001,EP001/EPTDS from Randolph/Holbrook WTP,EP,,,2024/01/16 00:00:00,810-91511-1,PFOS,0.004,µg/L,EPA 533,=,0.009,SE4,AM,"1",MA,,"2368"
"2351",ABINGTON,NON UNIQUE,ABINGTON,"00135","ABINGTON, TOWN OF",PLYMOUTH,10.20660367,"2351",,,,,,,,,,,,,,,,,,,,,,,,,
"2370",ROCKLAND,NON UNIQUE,ROCKLAND,"57810","ROCKLAND, TOWN OF",PLYMOUTH,10.13422134,"2370",,,,,,,,,,,,,,,,,,,,,,,,,
"1534",NORTHBRIDGE,NON UNIQUE,NORTHBRIDGE,"46890","NORTHBRIDGE, TOWN OF",WORCESTER,9.99433261,"1534",,,,,,,,,,,,,,,,,,,,,,,,,
"2673",WEST YARMOUTH,NON UNIQUE,WEST YARMOUTH,"78795","YARMOUTH, TOWN OF",BARNSTABLE,9.80281756,"2673",,,,,,,,,,,,,,,,,,,,,,,,,
"2421",LEXINGTON,NON UNIQUE,LEXINGTON,"35250","LEXINGTON, TOWN OF",MIDDLESEX,9.65624543,"2421",,,,,,,,,,,,,,,,,,,,,,,,,
"1106",LONGMEADOW,NON UNIQUE,LONGMEADOW,"36335","LONGMEADOW, TOWN OF",HAMPDEN,9.65233734,"1106",,,,,,,,,,,,,,,,,,,,,,,,,
"2576",WEST WAREHAM,NON UNIQUE,WEST WAREHAM,"78410","WAREHAM, TOWN OF",PLYMOUTH,9.52609426,"2576",,,,,,,,,,,,,,,,,,,,,,,,,
"2660",SOUTH DENNIS,NON UNIQUE,SOUTH DENNIS,"63655","DENNIS, TOWN OF",BARNSTABLE,9.20776746,"2660",,,,,,,,,,,,,,,,,,,,,,,,,
"1834",GROVELAND,NON UNIQUE,GROVELAND,"27585","GROVELAND, TOWN OF",ESSEX,9.20026895,"1834",,,,,,,,,,,,,,,,,,,,,,,,,
"2492",NEEDHAM,NON UNIQUE,NEEDHAM,"44140","NEEDHAM, TOWN OF",NORFOLK,9.17900439,"2492",MA3199000,NEEDHAM WATER DEPT,L,"3",Charles River WTP,GW,"10030",Entry Point to Dist. System,EP,,,2024/01/17 00:00:00,35854670003SE1,PFOS,0.004,µg/L,EPA 533,=,0.005,SE1,AM,"1",MA,,"2492"
"1518",FISKDALE,NON UNIQUE,FISKDALE,"23840","STURBRIDGE, TOWN OF",WORCESTER,10.88449441,"1518",,,,,,,,,,,,,,,,,,,,,,,,,
"1039",HAYDENVILLE,NON UNIQUE,HAYDENVILLE,"29545","WILLIAMSBURG, TOWN OF",HAMPSHIRE,10.87388025,"1039",,,,,,,,,,,,,,,,,,,,,,,,,
"1039",HAYDENVILLE,NON UNIQUE,HAYDENVILLE,"29545","WHATELY, TOWN OF",FRANKLIN,10.30562044,"1039",,,,,,,,,,,,,,,,,,,,,,,,,
"2764",NORTH DIGHTON,NON UNIQUE,NORTH DIGHTON,"47520","DIGHTON, TOWN OF",BRISTOL,11.29169449,"2764",,,,,,,,,,,,,,,,,,,,,,,,,
"1906",SAUGUS,NON UNIQUE,SAUGUS,"60050","SAUGUS, TOWN OF",ESSEX,11.28832437,"1906",,,,,,,,,,,,,,,,,,,,,,,,,
"1504",BLACKSTONE,NON UNIQUE,BLACKSTONE,"05980","BLACKSTONE, TOWN OF",WORCESTER,11.21206507,"1504",,,,,,,,,,,,,,,,,,,,,,,,,
"2090",WESTWOOD,NON UNIQUE,WESTWOOD,"78655","WESTWOOD, TOWN OF",NORFOLK,11.05434808,"2090",,,,,,,,,,,,,,,,,,,,,,,,,
"2715",DIGHTON,NON UNIQUE,DIGHTON,"16915","DIGHTON, TOWN OF",BRISTOL,10.98465124,"2715",,,,,,,,,,,,,,,,,,,,,,,,,
"1719",BOXBOROUGH,NON UNIQUE,BOXBOROUGH,"07350","BOXBOROUGH, TOWN OF",MIDDLESEX,10.61615492,"1719",MA2002000,ACTON WATER SUPPLY DISTRICT,L,"32",South Acton WTP,GU,MULT14,Entry Point to the Distribution System,EP,,,2023/12/06 00:00:00,810-87135-1,PFOS,0.004,µg/L,EPA 533,=,0.0047,SE4,AM,"1",MA,,"1719"
"2745",NEW BEDFORD,NON UNIQUE,NEW BEDFORD,"45000",NEW BEDFORD,BRISTOL,10.60601987,"2745",,,,,,,,,,,,,,,,,,,,,,,,,
"1940",LYNNFIELD,NON UNIQUE,LYNNFIELD,"37595","LYNNFIELD, TOWN OF",ESSEX,10.43136675,"1940",,,,,,,,,,,,,,,,,,,,,,,,,
"2025",COHASSET,NON UNIQUE,COHASSET,"14605","COHASSET, TOWN OF",NORFOLK,10.3688627,"2025",,,,,,,,,,,,,,,,,,,,,,,,,
"1515",EAST BROOKFIELD,NON UNIQUE,EAST BROOKFIELD,"18595","EAST BROOKFIELD, TOWN OF",WORCESTER,10.31354603,"1515",,,,,,,,,,,,,,,,,,,,,,,,,
"1832",HAVERHILL,NON UNIQUE,HAVERHILL,"29405",HAVERHILL,ESSEX,11.76249056,"1832",,,,,,,,,,,,,,,,,,,,,,,,,
"1235",HINSDALE,NON UNIQUE,HINSDALE,"30280","MIDDLEFIELD, TOWN OF",HAMPSHIRE,11.74628896,"1235",,,,,,,,,,,,,,,,,,,,,,,,,
"1474",WEST TOWNSEND,NON UNIQUE,WEST TOWNSEND,"78270","TOWNSEND, TOWN OF",MIDDLESEX,11.64623894,"1474",,,,,,,,,,,,,,,,,,,,,,,,,
"2188",WEYMOUTH,NON UNIQUE,WEYMOUTH,"78900","WEYMOUTH, TOWN OF",NORFOLK,3.8104665,"2188",,,,,,,,,,,,,,,,,,,,,,,,,
"1702",FRAMINGHAM,NON UNIQUE,FRAMINGHAM,"24960","FRAMINGHAM, TOWN OF",MIDDLESEX,8.80651831,"1702",,,,,,,,,,,,,,,,,,,,,,,,,
"2675",YARMOUTH PORT,NON UNIQUE,YARMOUTH PORT,"82595","YARMOUTH, TOWN OF",BARNSTABLE,8.78231514,"2675",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000003G,GP WELL  3,GW,"10005",WELL #3 & WELL #4,EP,,,2023/10/17 00:00:00,110311R,PFOS,0.004,µg/L,EPA 533,=,0.0071,SE2,AM,"1",MA,,"2675"
"1922",BYFIELD,NON UNIQUE,BYFIELD,"10050","NEWBURY, TOWN OF",ESSEX,8.73352059,"1922",,,,,,,,,,,,,,,,,,,,,,,,,
"1860",MERRIMAC,NON UNIQUE,MERRIMAC,"40395","MERRIMAC, TOWN OF",ESSEX,8.7044458,"1860",,,,,,,,,,,,,,,,,,,,,,,,,
"2155",MEDFORD,NON UNIQUE,MEDFORD,"39835",MEDFORD,MIDDLESEX,8.51783356,"2155",,,,,,,,,,,,,,,,,,,,,,,,,
"2632",CENTERVILLE,NON UNIQUE,CENTERVILLE,"12085",BARNSTABLE,BARNSTABLE,8.39696372,"2632",MA4020000,BARNSTABLE FIRE DISTRICT,S,402000003G,GP WELL  3,GW,"10005",WELL #3 & WELL #4,EP,,,2023/10/17 00:00:00,110311R,PFOS,0.004,µg/L,EPA 533,=,0.0071,SE2,AM,"1",MA,,"2632"
"1841",LAWRENCE,NON UNIQUE,LAWRENCE,"34550",LAWRENCE,ESSEX,3.10779573,"1841",,,,,,,,,,,,,,,,,,,,,,,,,
"1907",SWAMPSCOTT,NON UNIQUE,SWAMPSCOTT,"68680","SWAMPSCOTT, TOWN OF",ESSEX,3.06397446,"1907",,,,,,,,,,,,,,,,,,,,,,,,,
"2639",DENNIS PORT,NON UNIQUE,DENNIS PORT,"16810","DENNIS, TOWN OF",BARNSTABLE,3.0293891,"2639",,,,,,,,,,,,,,,,,,,,,,,,,
"2045",HULL,NON UNIQUE,HULL,"31680","HULL, TOWN OF",PLYMOUTH,3.02647591,"2045",,,,,,,,,,,,,,,,,,,,,,,,,
"2191",NORTH WEYMOUTH,NON UNIQUE,NORTH WEYMOUTH,"49725","WEYMOUTH, TOWN OF",NORFOLK,2.03917083,"2191",,,,,,,,,,,,,,,,,,,,,,,,,
"2543",WOODS HOLE,NON UNIQUE,WOODS HOLE,"81245","FALMOUTH, TOWN OF",BARNSTABLE,1.73524928,"2543",,,,,,,,,,,,,,,,,,,,,,,,,
